stm_preyID,Prey_TaxonomicID,State_dvt,State_Digestion,Nb_Individuals,Weight_Tot,Comment,Predator_ID
7739,Phrosina semilunata,,4,1,0.05,leg pieces,3103
7740,Rubbish - Plastic (white/clear),,0,1,0.96,,3104
7741,Rubbish - Plastic (colored),,0,1,0.69,,3104
7742,Rubbish - Line/Rope,,0,1,8.95,,3104
7743,Bolitaenidae Beak,,4,1,0.01,ID by RY,3104
7744,Rubbish - Plastic (white/clear),,0,1,0.38,,3105
7745,Carinaria sp.,,4,1,0.07,,3105
7761,Phronima sedentaria,,2,1,0.71,,3121
7762,Salpidae,,3,1,0.35,,3121
7763,Walvisteuthis youngorum,,2,1,12.41,ID by RY; cf youngorum,3121
7764,Scopelarchidae,,3,2,5.32,,3121
7765,Alciopidae,,3,17,2.96,,3121
7766,Platyscelus ovoides,,2,13,8.79,,3121
7767,Gymnosomata,,4,2,0.44,,3121
7768,Cavolinia tridentata,,3,1,0.32,ID by SB,3121
7769,Diacria sp.,,3,2,0.21,sp = cf. major ID by SB,3121
7770,Anoplogaster cornuta,Juvenile,2,1,9.9,,3122
7771,Alciopidae,,4,2,0.26,,3122
7772,Platyscelus armatus,,1,1,0.43,,3122
7773,Sternoptyx sp.,,1,2,4.84,,3122
7774,Carinaria sp.,,4,5,1.94,,3122
7775,Phrosina semilunata,,2,3,2.61,,3122
7776,Pteraclis aesticola,,1,1,7.15,,3122
7777,Gempylidae,,2,3,9.72,,3122
7778,Salpidae,,2,1,1.23,,3124
7779,Carinaria sp.,,2,1,0.58,,3124
7780,Alciopidae,,2,1,0.51,,3124
7781,Phrosina semilunata,,2,8,5.54,,3124
7782,Cavolinia globulosa,,2,2,0.13,ID by SB,3124
7783,Phronima sedentaria,,2,2,2.03,,3124
7784,Taonius sp. Beak,,4,1,0.22,ID by RY; pair 6.7 URL; 6.5 LRL,3124
7785,Carinaria sp.,,3,1,1.46,,3141
7786,Phrosina semilunata,,2,1,0.28,,3141
7787,Chiroteuthis sp. Beak,,4,1,0.12,ID by RY,3141
7788,Amphitretidae Beak,,4,1,0.01,ID by RY,3141
7789,Carinaria sp.,,4,1,0.3,,3142
7790,Salpidae,,3,1,0.45,,3142
7791,Phronima sedentaria,,3,1,0.13,,3142
7792,Alciopidae,,3,1,0.23,,3142
7793,Japetella diaphana,,2,1,18.43,,3142
7801,Nealotus tripes,,3,1,1.37,ID by BM and EP,2282
7802,Gempylidae,,3,1,0.9,ID by BM and EP,2282
7803,Phrosina semilunata,,3,30,9.5,,3161
7804,Phrosina semilunata,,2,2,0.59,,3161
7805,Walvisteuthis youngorum,,2,1,2.66,ID by RY,3161
7806,Platyscelus ovoides,,2,1,0.59,,3161
7807,Alepisaurus ferox,,2,3,42.45,,3161
7808,Sternoptyx sp.,,2,5,7.93,,3161
7809,Sternoptyx sp.,,3,3,9.51,,3161
7810,Alciopidae,,3,2,0.25,,3161
7811,Phrosina semilunata,,3,5,1.96,,3162
7812,Phrosina semilunata,,2,2,0.43,,3162
7813,Platyscelus armatus,,2,1,0.55,,3162
7814,Alciopidae,,3,1,0.23,,3162
7815,Alciopidae,,3,9,2.12,,3163
7816,Platyscelus ovoides,,3,1,0.49,,3163
7817,Lanceola loveni,,3,2,0.44,,3163
7818,Hirondellea gigas,,3,1,0.2,,3163
7819,Rubbish - Plastic (colored),,0,2,1.1,,3164
7820,Rubbish - Line/Rope,,0,1,2.28,,3164
7821,Feather,,0,1,1.58,,3164
7822,Alciopidae,,3,1,0.36,,3164
7823,Lanceola loveni,,3,2,0.83,,3164
7824,Sternoptyx sp.,,3,2,6.71,,3165
7825,Sternoptyx sp.,,4,1,0.59,,3165
7826,Alciopidae,,3,2,0.36,,3165
7827,Phrosina semilunata,,3,1,0.5,,3165
7828,Phrosina semilunata,,4,2,0.59,,3165
7829,Rubbish - Plastic (colored),,0,1,0.85,,3165
7830,Sternoptyx sp.,,2,9,17.06,,3166
7831,Sternoptyx sp.,,3,3,7.74,,3166
7832,Sternoptyx sp.,,4,8,21.47,,3166
7833,Alepisaurus ferox,,2,4,39.7,,3166
7834,Alepisaurus ferox,,4,2,1.63,,3166
7835,Phronima sedentaria,,2,2,1.67,,3166
7836,Phronima sedentaria,,3,2,1.26,,3166
7837,Carinaria sp.,,3,2,0.85,,3166
7838,Salpidae,,3,3,1.36,,3166
7839,Phrosina semilunata,,3,11,3.33,,3166
7840,Alciopidae,,3,4,0.78,,3166
7841,Omosudis lowii,,3,1,18.86,,3167
7842,Alciopidae,,3,3,0.49,,3167
7843,Rubbish - Line/Rope,,0,1,2.77,,3167
7844,Sternoptyx sp.,,2,1,2.12,,3168
7845,Sternoptyx sp.,,3,1,4.52,,3168
7846,Alepisaurus ferox,,2,2,3.74,,3168
7847,Alciopidae,,3,3,0.57,,3168
7848,Phrosina semilunata,,2,1,0.21,,3168
7849,Phrosina semilunata,,3,1,0.15,,3168
7850,Alciopidae,,3,13,0.67,,3169
7851,Rubbish - Plastic (colored),,0,1,0.82,,3169
7852,Rubbish - Line/Rope,,0,1,0.02,,3169
7853,Rubbish - Line/Rope,,0,1,0.11,,3169
7854,Rubbish - Plastic (colored),,0,1,0.18,,3169
7855,Phronima sedentaria,,2,4,2.81,,3170
7856,Phrosina semilunata,,2,1,0.31,,3170
7857,Salpidae,,3,3,1.81,,3170
7858,Sternoptyx sp.,,3,2,6.82,,3170
7859,Unidentified Cephalopoda,,3,1,0.18,ID by RY; cannot generate an ID,3170
7861,Anoplogaster cornuta,,2,1,16.99,,3182
7862,Salpidae,,3,8,3.42,,3182
7863,Phronima sedentaria,,2,5,3.98,,3182
7864,Phronima sedentaria,,3,5,2.13,,3182
7865,Alciopidae,,3,21,2.72,,3182
7866,Platyscelus armatus,,3,1,0.43,,3182
7867,Phrosina semilunata,,3,10,4.73,,3182
7868,Sternoptyx sp.,,4,1,0.59,,3182
7869,Cranchiidae,,4,1,0.59,ID by RY; Taoniinae (Cranchiidae),3182
7870,Phronima sedentaria,,2,2,1.94,,3183
7871,Phronima sedentaria,,3,1,0.59,,3183
7872,Phrosina semilunata,,3,4,2.63,,3183
7873,Pyrosomatidae,,3,1,0.96,,3183
7874,Salpidae,,3,20,6.33,,3183
7875,Platyscelus armatus,,2,1,0.75,,3183
7876,Alciopidae,,3,7,0.53,,3183
7877,Taonius sp. Beak,,4,3,0.42,ID by RY,3183
7878,Bolitaenidae Beak,,4,2,0.01,ID by RY; One pair=Bolitaeniane,3183
7879,Feather,,0,1,0.15,,3183
7880,Rubbish - Plastic (colored),,0,1,1.58,,3183
7881,Rubbish - Plastic (white/clear),,0,1,1,,3183
7882,Rubbish - Plastic (colored),,0,1,0.4,,3183
7883,Rubbish - Line/Rope,,0,1,0.35,,3183
7884,Rubbish - Plastic (white/clear),,0,1,0.06,,3183
7885,Rubbish - Plastic (white/clear),,0,1,0.34,,3183
7886,Gonostomatidae,,3,1,0.67,ID as sigmops/gonostoma by JC and JWA. Left as Gonostomatidae in database,3184
7887,Phrosina semilunata,,3,2,1.34,,3184
7888,Phrosina semilunata,,4,1,0.33,,3184
7889,Phronima sedentaria,,3,1,0.7,,3184
7890,Salpidae,,3,1,0.38,,3184
7891,Alciopidae,,3,18,3.68,,3184
7892,Rubbish - Line/Rope,,0,1,1.09,,3184
7893,Platyscelus ovoides,,3,2,1.08,,3184
7894,Japetella diaphana,,3,2,27.51,"ID by EP , not saved",3184
7895,Ranzania laevis,,2,1,67.62,,3185
7896,Alciopidae,,3,262,19.55,,3186
7897,Anoplogaster cornuta,,2,1,9.9,,3186
7898,Phronima sedentaria,,2,6,4.19,,3186
7899,Phronima sedentaria,,3,8,3.29,,3186
7900,Phrosina semilunata,,3,2,0.8,,3186
7901,Salpidae,,3,13,7.95,,3186
7902,Rubbish - Plastic (colored),,0,1,0.86,,3186
7903,Rubbish - Plastic (colored),,0,1,0.86,,3186
7904,Taonius sp. Beak,,4,2,0.27,ID by RY,3186
7905,Alepisaurus ferox,,2,3,57.87,,3187
7906,Alepisaurus ferox,,3,2,22.44,,3187
7907,Linophrynidae,,2,1,1.4,Saved,3187
7908,Platyscelus ovoides,,2,1,1.12,,3187
7909,Phrosina semilunata,,3,6,1.46,,3187
7910,Phrosina semilunata,,4,1,0.35,,3187
7911,Phronima sedentaria,,3,1,0.61,,3187
7912,Unidentified Fish,,3,1,0.73,,3187
7913,Enoploteuthis sp. Beak,,3,1,0.44,ID by RY,3187
7914,Sternoptyx sp.,,2,2,2.71,,3187
7915,Sternoptyx sp.,,3,6,16.93,,3187
7916,Sternoptyx sp.,,4,5,8.82,,3187
7917,Salpidae,,3,1,0.42,,3187
7918,Rubbish - Plastic (colored),,0,1,1.64,,3187
7919,Rubbish - Plastic (white/clear),,0,1,0.71,,3187
7920,Rubbish - Line/Rope,,0,1,0.01,,3187
7921,Rubbish - Line/Rope,,0,1,0.28,,3187
7922,Anoplogaster cornuta,,2,1,21.79,,3188
7923,Japetella diaphana,,2,1,12.02,,3188
7924,Neoteuthis thielei,,3,1,12.65,ID by RY,3188
7925,Rubbish - Line/Rope,,0,1,6.87,,3188
7926,Rubbish - Plastic (colored),,0,1,0.87,,3189
7927,Vampyroteuthis infernalis Beak,,4,1,0.15,ID by RY,3189
7928,Sternoptyx sp.,,2,8,11.14,,3190
7929,Sternoptyx sp.,,3,4,12.94,,3190
7930,Sternoptyx sp.,,4,1,1.01,head only,3190
7931,Phronima sedentaria,,2,2,1.57,,3190
7932,Phronima sedentaria,,3,2,0.93,,3190
7933,Salpidae,,3,4,1.56,,3190
7934,Phrosina semilunata,,3,5,2.04,,3190
7935,Phrosina semilunata,,2,1,0.27,,3190
7936,Taonius sp. Beak,,4,1,0.18,ID by RY,3190
7937,Tremoctopus sp. Beak,,4,2,0.02,ID by RY,3190
7938,Lanceola loveni,,3,1,0.29,,3190
7939,Alciopidae,,3,22,3.54,,3190
7940,Rubbish - Line/Rope,,0,1,0.02,,3190
7941,Rubbish - Plastic (white/clear),,0,1,0.01,,3190
7942,Rubbish - Line/Rope,,0,1,0.01,,3191
7943,Rubbish - Plastic (colored),,0,1,1.08,,3191
7944,Alciopidae,,3,2,1.01,,3191
7945,Unidentified Crustacea,,4,1,0.01,segment of carapace only,3191
7946,Taonius sp. Beak,,4,5,0.63,ID by RY,3192
7947,Alepisaurus ferox,,2,2,31.4,,3192
7948,Sternoptyx sp.,,2,7,22.96,,3192
7949,Sternoptyx sp.,,3,1,2.27,,3192
7950,Octopoteuthis sp.,,2,1,3.5,ID by RY,3192
7951,Phronima sedentaria,,2,3,1.75,,3192
7952,Feather,,0,1,0.09,,3192
7953,Alciopidae,,3,30,5.97,,3192
7954,Salpidae,,4,2,0.62,,3192
7955,Rubbish - Line/Rope,,0,1,1.2,,3192
7956,Rubbish - Plastic (white/clear),,0,1,0.2,,3192
7961,Platyscelus armatus,,2,3,1.11,,3201
7962,Platyscelus armatus,,3,8,2.42,,3201
7963,Platyscelus ovoides,,3,1,0.75,,3201
7964,Sternoptyx sp.,,2,21,24.8,,3201
7965,Sternoptyx sp.,,3,2,6.15,,3201
7966,Phronima sedentaria,,2,1,0.64,,3201
7967,Alepisaurus ferox,,2,3,23.13,,3201
7968,Alepisaurus ferox,,3,2,31.17,,3201
7969,Carinaria sp.,,3,2,0.9,,3201
7970,Salpidae,,3,1,0.28,,3201
7971,Cavolinia sp.,,3,1,0.18,,3201
7972,Phrosina semilunata,,2,9,2.3,,3201
7973,Phrosina semilunata,,3,86,36.09,,3201
7974,Rubbish - Line/Rope,,0,1,1.19,,3201
7975,Diacria sp.,,3,1,0.03,,3201
7976,Alciopidae,,4,4,0.29,,3201
7977,Unidentified 1/2 Cephalopod Beak,,4,4,0.23,,3201
7978,Rubbish - Plastic (white/clear),,0,1,0.07,,3201
7979,Rubbish - Line/Rope,,0,1,0.24,,3201
7980,Astronesthes trifibulatus,,2,1,16.79,ID by BM,3202
7981,Omosudis lowii,,3,2,20.05,,3202
7982,Phronima sedentaria,,2,1,0.62,,3202
7983,Phronima sedentaria,,3,2,1.07,,3202
7984,Salpidae,,3,3,1,,3202
7985,Lanceola loveni,,3,1,0.2,,3202
7986,Phrosina semilunata,,3,1,0.15,,3202
7987,Japetella diaphana,,2,1,10.4,,3202
7988,Rubbish - Line/Rope,,0,1,0.46,,3202
7989,Rubbish - Line/Rope,,0,1,22.07,,3202
7990,Alciopidae,,3,2,0.17,,3202
7991,Alciopidae,,3,14,2.51,,3203
7992,Phronima sedentaria,,2,1,0.78,,3203
7993,Platyscelus ovoides,,4,1,0.48,,3203
7994,Phrosina semilunata,,3,1,0.28,,3203
7995,Phrosina semilunata,,4,1,0.22,,3203
7996,Lanceola loveni,,2,2,0.64,,3203
7997,Lanceola loveni,,3,1,0.28,,3203
7998,Salpidae,,3,1,0.36,,3203
7999,Unidentified Cephalopoda,,4,1,0.18,"By RY: very poor condition. Very young, 2 photophores on viscera, beaks present-no ID",3203
8000,Japetella diaphana,,3,1,12.03,,3203
8001,Alciopidae,,3,5,1.2,,3204
8002,Salpidae,,3,7,3.13,,3204
8003,Platyscelus armatus,,2,1,0.32,,3204
8004,Phronima sedentaria,,3,3,2.18,,3204
8005,Phronima sedentaria,,2,6,4.93,,3204
8006,Phrosina semilunata,,2,6,4.14,,3204
8007,Phrosina semilunata,,3,15,3.8,,3204
8008,Phrosina semilunata,,4,2,0.59,,3204
8009,Sternoptyx sp.,,2,12,12.57,,3205
8010,Sternoptyx sp.,,3,3,3.77,,3205
8011,Platyscelus armatus,,3,1,0.42,,3205
8012,Alepisaurus ferox,,2,1,26.41,,3205
8013,Alciopidae,,3,7,1.22,,3205
8014,Feather,,0,1,0.24,,3205
8015,Salpidae,,3,1,0.13,,3205
8016,Phrosina semilunata,,3,12,3.57,,3205
8017,Phrosina semilunata,,2,4,2.08,,3206
8018,Phrosina semilunata,,3,4,2.01,,3206
8019,Unidentified Crustacea,,3,1,0.2,saved for MW?,3206
8020,Alciopidae,,3,5,0.92,,3206
8021,Walvisteuthis youngorum,,2,1,54.47,"ID by RY; female, well-fixed",3207
8022,Taonius sp. Beak,,4,1,0.19,ID by RY,3207
8023,Rubbish - Plastic (colored),,0,1,0.18,,3207
8024,Japetella diaphana,,3,1,2.89,"ID by EP , not saved",3208
8025,Alepisaurus ferox,,3,1,41.55,,3208
8026,Gonostomatidae,,3,1,8.57,,3208
8027,Argonauta sp.,,3,1,0.39,ID by RY,3208
8028,Phronima sedentaria,,2,1,0.56,,3208
8029,Phrosina semilunata,,3,1,0.35,,3208
8030,Sternoptyx sp.,,3,2,1.23,,3208
8031,Phrosina semilunata,,4,1,0.21,,3208
8032,Carinaria sp.,,3,0,2.24,,3208
8033,Salpidae,,3,1,0.23,,3208
8034,Rubbish - Line/Rope,,0,1,1.31,,3208
8035,Rubbish - Line/Rope,,0,1,0.01,,3208
8036,Alciopidae,,3,4,0.78,,3209
8037,Sternoptyx sp.,,3,7,8.16,,3209
8038,Phronima sedentaria,,2,2,1.32,,3209
8039,Phronima sedentaria,,3,3,1.55,,3209
8040,Platyscelus armatus,,2,2,0.57,,3209
8041,Platyscelus armatus,,3,2,0.66,,3209
8042,Salpidae,,3,5,1.45,,3209
8043,Hirondellea gigas,,3,2,10.56,,3209
8044,Phrosina semilunata,,2,7,4.25,,3209
8045,Phrosina semilunata,,3,8,4.56,,3209
8046,Hyaloteuthis pelagica,,3,2,10.56,,3209
8047,Bolitaenidae,,3,1,0.71,,3209
8048,Onychoteuthis sp.,,2,1,0.31,ID by RY,3209
8049,Alciopidae,,3,6,1.34,,3210
8050,Omosudis lowii,,3,2,122.69,,3211
8051,Japetella diaphana,,3,1,5.41,,3211
8052,Sternoptyx sp.,,2,1,7.77,,3211
8053,Lanceola loveni,,2,1,0.18,,3211
8054,Lanceola loveni,,3,2,0.26,,3211
8055,Trachipteridae,,3,1,3.3,,3213
8056,Sternoptyx diaphana,,2,1,2.91,,3213
8057,Hirondellea gigas,,2,2,0.48,,3213
8058,Alciopidae,,3,4,1.16,,3213
8059,Alciopidae,,3,10,1.87,,3214
8060,Lanceola loveni,,3,1,0.16,,3214
8061,Phronima sedentaria,,3,1,0.54,,3214
8062,Phrosina semilunata,,3,1,0.7,,3214
8063,Salpidae,,3,1,0.27,,3214
8064,Sternoptyx sp.,,2,1,2.94,,3214
8065,Rubbish - Plastic (colored),,0,1,1,,3214
8066,Alciopidae,,3,36,9.75,,3215
8067,Sternoptyx sp.,,2,4,2.84,,3215
8068,Sternoptyx sp.,,3,1,1.85,,3215
8069,Sternoptyx sp.,,4,1,0.65,,3215
8070,Alepisaurus ferox,,2,2,20.59,,3215
8071,Anoplogaster cornuta,,2,1,11.36,,3215
8072,Phronima sedentaria,,3,3,1.83,,3215
8073,Phronima sedentaria,,4,2,1.03,,3215
8074,Taonius sp. Beak,,4,1,0.13,ID by RY,3215
8075,Phrosina semilunata,,3,4,1.29,,3215
8076,Phrosina semilunata,,4,5,2.17,,3215
8077,Sternoptyx sp.,,2,12,11.95,,3216
8078,Sternoptyx sp.,,3,12,22.18,,3216
8079,Sternoptyx sp.,,4,3,1.89,,3216
8080,Alepisaurus ferox,,2,2,3.79,,3216
8081,Platyscelus ovoides,,3,1,0.48,,3216
8082,Phronima sedentaria,,2,4,3.48,,3216
8083,Phronima sedentaria,,3,2,1.81,,3216
8084,Phronima sedentaria,,4,3,1.8,,3216
8085,Salpidae,,3,11,6.31,,3216
8086,Carinaria sp.,,3,3,2.2,,3216
8087,Phrosina semilunata,,3,5,1.72,,3216
8088,Alciopidae,,3,82,18.05,,3216
8103,Rubbish - Line/Rope,,0,1,13.47,,3218
8104,Rubbish - Plastic (colored),,0,1,8.09,,3218
8105,Rubbish (human product),,0,1,0.11,,3218
8106,Rubbish - Plastic (colored),,0,1,1.02,,3218
8107,Salpidae,,3,1,0.38,,3218
8108,Lanceola loveni,,2,1,0.12,,3218
8121,Phrosina semilunata,,2,5,1.33,,3221
8122,Alciopidae,,3,1,0.19,,3222
8123,Macrouridae,,3,1,1.11,Saved for BM,3222
8124,Alciopidae,,3,13,3.21,,3223
8125,Salpidae,,2,3,1.79,,3223
8126,Phronima sedentaria,,2,1,1.03,,3223
8127,Phronima sedentaria,,3,2,1.45,,3223
8128,Phrosina semilunata,,3,8,4.89,,3223
8129,Phrosina semilunata,,4,1,0.38,,3223
8130,Sternoptyx sp.,,2,1,5.38,,3223
8131,Sternoptyx sp.,,3,1,5.53,,3223
8132,Sternoptyx sp.,,4,1,3.5,,3223
8133,Alepisaurus ferox,,4,1,1.98,,3223
8134,Taonius sp. Beak,,4,1,0.19,ID by RY,3223
8135,Taonius sp. Beak,,4,1,0.24,ID by RY,3223
8136,Alciopidae,,3,96,17.74,,3224
8137,Salpidae,,3,6,4.56,,3224
8138,Phronima sedentaria,,3,3,2.04,,3224
8139,Phronima sedentaria,,4,3,1.09,,3224
8140,Sternoptyx sp.,,2,7,17.39,,3224
8141,Phrosina semilunata,,3,5,1.15,,3224
8142,Alepisaurus ferox,,2,6,105.49,,3224
8143,Planctoteuthis sp. Beak,,3,1,1.78,ID by RY; P. lippula or new,3224
8144,Unidentified Cephalopoda,,2,2,13.68,no ID by RY,3224
8145,Alciopidae,,3,17,4.06,,3241
8146,Salpidae,,2,4,2.28,,3241
8147,Phronima sedentaria,,3,5,2.39,,3241
8148,Carinaria sp.,,3,11,4.95,,3241
8149,Sternoptyx sp.,,4,1,0.62,,3241
8150,Unidentified Fish,,4,1,0.41,sved for BM,3241
8151,Trachipteridae,,4,1,5.15,saved for BM (is maybe macrouridae),3241
8152,Tremoctopus sp.,,2,1,6.24,saved for RY,3241
8153,Amphitretus pelagicus,,2,1,20.01,,3241
8154,Phrosina semilunata,,3,10,4.39,,3241
8165,Sternoptyx sp.,,1,17,34.42,,3261
8166,Sternoptyx sp.,,2,2,4.29,,3261
8167,Kali sp.,Juvenile,1,1,10.21,ID by BM,3261
8168,Argyropelecus sp.,,4,1,10.56,,3263
8169,Omosudis lowii,,2,1,0.7,,3263
8170,Anoplogaster cornuta,,2,2,7.78,,3263
8171,Salpidae,,3,5,2.67,,3263
8172,Alciopidae,,3,1,1.65,,3263
8173,Gymnosomata,,2,3,1.33,,3263
8174,Tremoctopus gracilis,,2,1,12.88,saved for RY,3263
8175,Phronima sedentaria,,2,5,4.39,,3263
8176,Phronima sedentaria,,3,1,0.71,,3263
8177,Pteropoda (unidentified),,2,1,0.1,Have EP look at photo to identify family/genus,3263
8178,Platyscelus ovoides,,3,2,0.69,,3263
8179,Phrosina semilunata,,3,5,3.01,,3263
8180,Ocythoe tuberculata,,1,1,0.69,ID by RY,3264
8181,Anoplogaster cornuta,,1,1,9.36,,3264
8182,Platyscelus ovoides,,1,1,0.61,,3264
8183,Phrosina semilunata,,3,1,0.77,,3264
8184,Salpidae,,3,2,1.39,,3264
8185,Phronima sedentaria,,1,1,1.04,,3264
8186,Heteropoda (Pterotracheoidea),,3,30,32.16,"see photo, maybe can ID as Carinaria??",3265
8187,Salpidae,,2,3,2.13,,3265
8188,Alciopidae,,3,1,1.4,,3265
8189,Alepisaurus ferox,,2,2,0.67,,3265
8190,Pteropoda (unidentified),,3,1,0.22,,3265
8191,Platyscelus ovoides,,3,3,1.14,,3265
8192,Phronima sedentaria,,2,4,3.24,,3265
8193,Phronima sedentaria,,3,1,0.38,,3265
8194,Phrosina semilunata,,3,22,7.94,,3265
8195,Gempylidae,,2,1,0.2,ID by JD,3265
8196,Taractes asper,,2,1,0.72,ID by BM,3265
8197,Sternoptyx sp.,,4,1,0.3,"no length, in pieces",3266
8198,Rubbish - Plastic (white/clear),,0,1,0.34,,3266
8199,Bolitaenidae Beak,,4,1,0.01,ID by RY,3266
8200,Asperoteuthis mangoldi Beak,,4,1,0.01,ID by RY,3266
8201,Grimalditeuthis bonplandii,,2,1,40.44,ID by RY,3267
8202,Salpidae,,3,1,0.91,,3267
8203,Omosudis lowii,,2,1,10.72,,3267
8204,Sternoptyx sp.,,2,6,13.39,,3267
8205,Lepidoteuthis grimaldii,,1,1,5.42,ID by RY,3268
8206,Sternoptyx sp.,,3,3,6.31,,3268
8207,Sternoptyx sp.,,4,7,12.6,,3268
8208,Hyaloteuthis pelagica,,3,1,4.69,,3268
8209,Platyscelus armatus,,2,1,0.33,,3269
8210,Lestidium atlanticum,,2,1,3.29,ID by BM,3269
8211,Anoplogaster cornuta,,2,3,17.85,saved for Alan Andrews,3269
8212,Bolitaenidae,,3,1,0.46,ID by RY,3269
8213,Paralepididae,,2,2,4.28,,3270
8214,Platyscelus ovoides,,3,2,0.78,,3270
8215,Platyscelus armatus,,2,3,1.57,,3270
8216,Platyscelus armatus,,3,5,2.84,,3270
8217,Phronima sedentaria,,2,7,6.27,,3270
8218,Phronima sedentaria,,3,7,4.69,,3270
8219,Salpidae,,2,5,3.74,,3270
8220,Salpidae,,3,8,2.68,,3270
8221,Anoplogaster cornuta,,2,6,41.99,,3270
8222,Sternoptyx sp.,,2,7,16.17,,3270
8223,Sternoptyx sp.,,3,3,8.78,,3270
8224,Rubbish - Plastic (colored),,0,1,0.14,,3270
8225,Rubbish - Plastic (colored),,0,1,7.11,mouth of drinking bottle,3270
8226,Rubbish - Line/Rope,,0,1,0.12,,3270
8227,Anoplogaster cornuta,,2,2,8.43,saved for Alan Andrew,3271
8228,Walvisteuthis youngorum Beak,,4,1,0.01,ID by RY,3271
8229,Alepisaurus ferox,,4,2,0.72,ID by AC,3271
8230,Carinaria sp.,,4,12,12.79,"Ided as Heteropod, entered as Carinaria. Can verify with photos",3271
8231,Rubbish - Line/Rope,,0,1,0.1,,3271
8232,Salpidae,,3,1,0.23,,3271
8233,Phronima sedentaria,,2,3,0.81,,3271
8234,Phrosina semilunata,,3,9,2.98,,3271
8235,Platyscelus ovoides,,3,4,1.82,,3271
8236,Sternoptyx sp.,,2,1,8.14,,3272
8237,Gempylidae,,3,1,7.31,"ID by JD, saved for JWA collection",3272
8238,Trachipteridae,,3,1,2.37,"ID by JD, saved for JWA collection",3272
8239,Taractichthys steindachneri,,2,1,2.01,ID by BM,3272
8240,Anoplogaster cornuta,,2,7,38.78,,3272
8241,Stomatopoda,,2,1,0.38,,3272
8242,Megalopa stage,,2,1,0.05,ID by AC and JWA,3272
8243,Pteropoda (unidentified),,2,1,0.02,"saved for JWA, could probably get highly resolution ID",3272
8244,Brachioteuthis sp.,,2,1,1.26,ID by RY,3272
8245,Phronima sedentaria,,2,1,0.2,,3272
8246,Carinaria sp.,,4,1,0.56,"listed as heteropod, see photo for confirmation",3272
8247,Phrosina semilunata,,3,23,9.57,,3272
8248,Phrosina semilunata,,3,1,0.34,,3273
8249,Rubbish - Line/Rope,,0,1,0.04,,3273
8250,Rubbish - Plastic (white/clear),,0,1,4.38,,3273
8251,Rubbish - Plastic (colored),,0,1,0.46,,3273
8252,Anoplogaster cornuta,,2,3,15.93,,3273
8253,Salpidae,,2,2,1.18,,3274
8254,Salpidae,,3,1,0.17,,3274
8255,Platyscelus armatus,,3,1,0.47,,3274
8256,Alciopidae,,3,1,0.09,,3274
8257,Phronima sedentaria,,2,2,1.61,,3274
8258,Phronima sedentaria,,3,3,1.36,,3274
8259,Rubbish - Plastic (colored),,0,1,3.91,,3274
8260,Unidentified Crustacea,,2,1,2.79,saved for MW,3274
8261,Phronima sedentaria,,4,1,0.26,,3275
8262,Alepisaurus ferox,,3,3,2.91,,3275
8263,Synagrops japonicus,,3,1,1.33,ID by BM,3275
8264,Argonauta sp. Beak,,4,1,0.01,ID by RY,3275
8272,Platyscelus ovoides,,2,1,0.57,,3278
8273,Anoplogaster cornuta,,2,1,8.02,,3278
8274,Carinaria sp.,,3,1,1.3,"listed as ""heteropod"", check photo to confirm carinaria",3279
8275,Phrosina semilunata,,3,1,0.3,,3279
8276,Sternoptyx sp.,,2,1,1.12,,3279
8277,Rubbish - Plastic (colored),,0,1,0.73,,3279
8278,Salpidae,,4,1,0.13,,3279
8279,Anoplogaster cornuta,,3,1,5.73,,3280
8280,Bolitaenidae,,3,1,2.28,ID by RY,3280
8281,Phronima sedentaria,,3,1,0.74,,3282
8282,Anoplogaster cornuta,,2,1,5.29,,3282
8283,Carinaria sp.,,4,1,1.41,"entered as ""heteropod"" will chek photo to confirm carinaria",3283
8284,Alepisaurus ferox,,2,2,17.94,,3283
8285,Phrosina semilunata,,3,13,5.51,,3283
8286,Phrosina semilunata,,2,5,1.62,,3283
8287,Bolitaena pygmaea,,2,1,6.3,ID by RY,3283
8288,Phronima sedentaria,,3,4,2.49,,3283
8289,Salpidae,,3,4,1.83,,3283
8290,Octopoteuthis sp.,,3,1,2.47,ID by RY,3283
8291,Octopoteuthis sp.,,3,1,1.83,ID by RY (O. deletron),3283
8292,Rubbish - Plastic (colored),,0,1,0.53,,3283
8293,Rubbish - Line/Rope,,0,1,0.18,,3283
8294,Rubbish - Plastic (white/clear),,0,1,0.25,,3283
8295,Anoplogaster cornuta,,2,11,53,,3283
8296,Sternoptyx sp.,,3,6,13.63,,3283
8297,Sternoptyx sp.,,2,1,1.43,,3283
8298,Alepisaurus ferox,,2,3,17.08,,3284
8299,Anoplogaster cornuta,,2,7,47.25,,3284
8300,Sternoptyx sp.,,2,3,1.22,,3284
8301,Sternoptyx sp.,,3,5,3.99,,3284
8302,Phronima sedentaria,,3,1,0.7,,3284
8303,Phrosina semilunata,,3,1,0.22,,3284
8304,Platyscelus ovoides,,3,1,0.12,,3284
8305,Salpidae,,2,1,0.79,,3284
8306,Salpidae,,3,4,0.82,,3284
8307,Rubbish - Line/Rope,,0,1,1.82,,3284
8308,Rubbish - Plastic (white/clear),,0,1,0.07,,3284
8309,Rubbish - Plastic (colored),,0,1,0.48,,3284
8310,Megalocranchia sp. Beak,,4,11,0.11,ID by RY,3284
